rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
361,50750,Belfort,2,5,120,120,120,2011,7.30378,6.97681,5281,12,"Area Control / Area Influence, Card Drafting, Hand Management, Worker Placement",6121,"City Building, Economic, Fantasy"
362,219513,Bärenpark,2,4,45,30,45,2017,7.41852,6.97558,4019,8,"Card Drafting, Set Collection, Tile Placement",5762,"Animals, Puzzle"
363,31730,Chicago Express,2,6,60,60,60,2007,7.23079,6.97305,6461,12,"Auction/Bidding, Route/Network Building, Stock Holding",7122,"Economic, Post-Napoleonic, Trains, Transportation"
364,192457,Cry Havoc,2,4,120,60,120,2016,7.42218,6.97242,4143,10,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Hand Management, Variable Player Powers",6910,"Fighting, Miniatures, Science Fiction, Wargame"
365,47,Chinatown,3,5,60,60,60,1999,7.24231,6.97237,6466,12,"Set Collection, Tile Placement, Trading",7510,"City Building, Economic, Negotiation"
366,121288,Dixit: Journey,3,6,30,30,30,2012,7.46076,6.97033,3712,8,"Acting, Simultaneous Action Selection, Storytelling, Voting",6805,"Card Game, Humor, Party Game"
367,151022,Baseball Highlights: 2045,1,4,45,45,45,2015,7.63276,6.96919,2554,9,"Deck / Pool Building, Hand Management, Take That",3184,"Card Game, Science Fiction, Sports"
368,372,Schotten Totten,2,2,20,20,20,1999,7.31306,6.96653,4864,8,"Hand Management, Set Collection",7079,"Card Game, Deduction"
369,58281,Summoner Wars,2,4,60,30,60,2009,7.30814,6.96596,5480,9,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers",5117,"Card Game, Fantasy, Fighting"
370,65532,Defenders of the Realm,1,4,90,90,90,2010,7.35313,6.96589,4848,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",6334,"Adventure, Fantasy, Fighting, Miniatures"
371,11,Bohnanza,2,7,45,45,45,1997,7.05539,6.96375,31382,13,"Hand Management, Set Collection, Trading",44753,"Card Game, Farming, Negotiation"
372,143519,Quantum,2,4,60,60,60,2013,7.32401,6.96353,5088,13,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board",6413,"Dice, Fighting, Science Fiction, Space Exploration"
373,121408,Trains,2,4,45,45,45,2012,7.21989,6.96242,6562,12,"Deck / Pool Building, Hand Management, Route/Network Building",8738,"Card Game, Territory Building, Trains"
374,163166,One Night Ultimate Werewolf Daybreak,3,7,10,10,10,2015,7.48828,6.95903,3403,8,"Role Playing, Variable Player Powers, Voting",8421,"Bluffing, Card Game, Deduction, Horror, Party Game"
375,128780,Pax Porfiriana,1,6,120,120,120,2012,7.69369,6.95863,2256,12,"Card Drafting, Simulation",3739,"Card Game, Civil War, Economic, Political, Post-Napoleonic, Wargame"
376,131357,Coup,2,6,15,15,15,2012,7.07221,6.95648,25574,9,"Memory, Player Elimination, Take That, Variable Player Powers",41411,"Bluffing, Card Game, Deduction, Party Game, Political"
377,183251,Karuba,2,4,40,30,40,2015,7.27255,6.9557,5441,8,"Simultaneous Action Selection, Tile Placement",7671,Puzzle
378,135219,The Battle of Five Armies,2,2,240,90,240,2014,7.9422,6.95461,1742,13,"Area Movement, Dice Rolling, Hand Management",4184,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Wargame"
379,217372,The Quest for El Dorado,2,4,60,30,60,2017,7.56287,6.95303,2775,10,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board",4744,"Adventure, Racing"
380,30869,Thebes,2,4,60,60,60,2007,7.16635,6.95286,8170,8,"Point to Point Movement, Time Track",9587,"Ancient, Exploration, Travel"
381,195539,The Godfather: Corleone's Empire,2,5,90,60,90,2017,7.67983,6.95276,2452,14,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",3706,"Economic, Mafia, Movies / TV / Radio theme"
382,153938,Camel Up,2,8,30,20,30,2014,7.08413,6.95069,16029,8,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",21227,"Animals, Dice, Racing"
383,150997,Shadows of Brimstone: Swamps of Death,1,4,180,90,180,2014,8.0827,6.9497,1746,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers",4404,"Adventure, American West, Exploration, Horror, Miniatures"
384,586,Up Front,2,3,60,60,60,1983,7.83209,6.94898,1969,12,"Campaign / Battle Card Driven, Hand Management, Simulation, Variable Player Powers",3274,"Card Game, Wargame, World War II"
385,194607,Mystic Vale,2,4,45,45,45,2016,7.30684,6.94812,5110,14,"Deck / Pool Building, Press Your Luck",7860,"Card Game, Fantasy"
386,167400,Ashes: Rise of the Phoenixborn,2,4,120,30,120,2015,7.47862,6.9464,3849,14,"Dice Rolling, Hand Management, Variable Player Powers",7093,"Card Game, Dice, Fantasy, Fighting"
387,155624,Specter Ops,2,5,90,60,90,2015,7.34449,6.94458,4309,13,"Dice Rolling, Grid Movement, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",7229,"Deduction, Fighting, Miniatures, Science Fiction, Spies/Secret Agents"
388,1353,Time's Up!,4,18,90,90,90,1999,7.3324,6.94446,4249,12,"Acting, Memory, Partnerships",4261,"Humor, Party Game"
389,18098,Napoleon's Triumph,2,2,180,180,180,2007,7.99228,6.94431,1584,12,"Area Movement, Secret Unit Deployment, Simulation",2716,"Napoleonic, Wargame"
390,42215,Tobago,2,4,60,60,60,2009,7.12923,6.94242,8996,13,"Grid Movement, Hand Management, Modular Board, Press Your Luck",10080,"Adventure, Exploration"
391,12942,No Thanks!,3,7,20,20,20,2004,7.04277,6.94043,16368,8,"Auction/Bidding, Press Your Luck, Set Collection",21584,Card Game
392,4390,Carcassonne: Hunters and Gatherers,2,5,45,30,45,2002,7.14003,6.9398,9993,8,"Area Control / Area Influence, Tile Placement",12447,Prehistoric
393,6249,Alhambra,2,6,60,45,60,2003,7.03432,6.93695,23516,8,"Card Drafting, Hand Management, Set Collection, Tile Placement",27824,"Arabian, City Building, Medieval"
394,24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,1,4,120,120,120,2008,7.55383,6.93606,2864,10,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation",3732,"Wargame, World War II"
395,166384,Spyfall,3,8,15,15,15,2014,7.06954,6.93592,13419,12,"Acting, Memory, Role Playing, Voting",19662,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents"
396,36235,The Duke,2,2,30,30,30,2013,7.49452,6.93506,3100,13,"Grid Movement, Tile Placement",5378,"Abstract Strategy, Medieval"
397,174785,Mare Nostrum: Empires,3,5,120,90,120,2016,7.68225,6.93402,2322,14,"Area Control / Area Influence, Dice Rolling, Set Collection, Trading, Variable Player Powers",4396,"Ancient, Civilization, Economic, Mythology, Wargame"
398,70512,Luna,1,4,100,60,100,2010,7.36945,6.93346,3651,12,"Area Control / Area Influence, Modular Board, Point to Point Movement, Tile Placement, Worker Placement",4615,"Fantasy, Religious"
399,160495,ZhanGuo,2,4,120,60,120,2014,7.64821,6.93336,2285,12,"Area Control / Area Influence, Hand Management",3368,"Ancient, Card Game"
400,91312,Discworld: Ankh-Morpork,2,4,60,60,60,2011,7.20306,6.93327,7715,11,"Area Control / Area Influence, Dice Rolling, Hand Management, Take That, Variable Player Powers",9341,"City Building, Fantasy, Novel-based"
401,28023,Jamaica,2,6,60,30,60,2007,7.08539,6.9315,12487,8,"Dice Rolling, Hand Management, Simultaneous Action Selection",16681,"Nautical, Pirates, Racing, Transportation"
402,20963,Fury of Dracula (second edition),2,5,180,180,180,2005,7.16939,6.93028,8488,10,"Dice Rolling, Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",9107,"Adventure, Deduction, Fighting, Horror, Novel-based"
403,156009,Port Royal,2,5,50,20,50,2014,7.16453,6.92901,7674,8,"Card Drafting, Press Your Luck, Set Collection",11784,"Card Game, Nautical, Pirates"
404,172308,Broom Service,2,5,75,30,75,2015,7.25503,6.92865,5090,10,"Pick-up and Deliver, Press Your Luck, Simultaneous Action Selection",8570,"Card Game, Fantasy"
405,126792,Myrmes,2,4,120,60,120,2012,7.3282,6.92865,4196,13,"Action Point Allowance System, Grid Movement, Route/Network Building, Worker Placement",5473,"Animals, Environmental, Farming"
406,79127,Star Trek: Fleet Captains,2,4,75,75,75,2011,7.56107,6.9279,2897,14,"Action Point Allowance System, Dice Rolling, Modular Board, Tile Placement",4661,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration"
407,180974,Potion Explosion,2,4,45,30,45,2015,7.20967,6.92743,6552,8,"Pattern Recognition, Set Collection, Take That",10454,"Fantasy, Puzzle"
408,130960,Triumph & Tragedy,2,3,240,240,240,2015,8.32601,6.92724,1248,12,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment",2270,"Economic, Negotiation, Political, Territory Building, Wargame, World War II"
409,88,Torres,2,4,60,60,60,1999,7.16742,6.92718,7557,12,"Action Point Allowance System, Area Control / Area Influence, Area Enclosure, Grid Movement, Hand Management, Tile Placement",9639,"Abstract Strategy, Medieval"
410,9823,Advanced Squad Leader: Starter Kit #1,2,2,120,120,120,2004,7.80337,6.927,2082,13,"Dice Rolling, Hex-and-Counter",4396,"Wargame, World War II"
411,137988,Zombicide Season 2: Prison Outbreak,1,6,180,90,180,2013,7.50109,6.92657,3394,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",8466,"Horror, Miniatures, Zombies"
412,113997,Tajemnicze Domostwo,2,7,60,30,60,2013,7.31452,6.9253,4227,8,"Co-operative Play, Hand Management",4061,"Deduction, Murder/Mystery"
413,24508,Taluva,2,4,45,45,45,2006,7.18814,6.92431,6597,8,"Modular Board, Tile Placement",6654,"City Building, Territory Building"
414,15364,Vegas Showdown,3,5,75,75,75,2005,7.20815,6.92316,5663,12,"Auction/Bidding, Route/Network Building, Tile Placement",6479,Economic
415,21763,Mr. Jack,2,2,30,30,30,2006,7.06946,6.92234,12856,9,"Grid Movement, Variable Player Powers",15473,"Deduction, Murder/Mystery"
416,171,Chess,2,2,60,60,60,1475,7.08965,6.9223,22549,6,Grid Movement,30293,Abstract Strategy
417,181530,Runebound (Third Edition),2,4,180,120,180,2015,7.61584,6.92138,2765,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",4965,"Adventure, Exploration, Fantasy"
418,30380,Cuba,2,5,120,75,120,2007,7.16347,6.92128,7276,10,"Auction/Bidding, Hand Management, Variable Phase Order, Voting",7555,"Economic, Farming"
419,26997,1989: Dawn of Freedom,2,2,150,150,150,2012,7.84911,6.92097,1732,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management",3126,Political
420,3201,Lord of the Rings: The Confrontation,2,2,30,30,30,2002,7.20959,6.9201,6090,12,"Area Movement, Hand Management, Memory, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",7120,"Adventure, Bluffing, Deduction, Fantasy, Movies / TV / Radio theme, Novel-based"
421,162007,Steampunk Rally,2,8,60,45,60,2015,7.34339,6.91856,4059,14,"Card Drafting, Dice Rolling, Modular Board, Simultaneous Action Selection, Variable Player Powers",6252,"Racing, Science Fiction"
422,144189,Fire in the Lake,1,4,180,180,180,2014,8.03452,6.91751,1508,0,"Area Control / Area Influence, Variable Phase Order, Variable Player Powers",3388,"Modern Warfare, Political, Vietnam War, Wargame"
423,113294,Escape: The Curse of the Temple,1,5,10,10,10,2012,7.06,6.91574,13110,8,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Press Your Luck, Roll / Spin and Move, Tile Placement",16898,"Adventure, Dice, Electronic, Exploration, Real-time"
424,10547,Betrayal at House on the Hill,3,6,60,60,60,2004,7.10247,6.91569,26811,12,"Co-operative Play, Dice Rolling, Modular Board, Partnerships, Player Elimination, Role Playing, Storytelling, Variable Player Powers",40346,"Adventure, Exploration, Horror, Miniatures"
425,68425,Eminent Domain,2,4,45,45,45,2011,7.11427,6.90884,8092,10,"Card Drafting, Deck / Pool Building, Hand Management, Variable Phase Order",11109,"Card Game, Civilization, Science Fiction, Space Exploration"
426,160499,King of New York,2,6,40,40,40,2014,7.09043,6.90734,10550,10,"Area Control / Area Influence, Area Movement, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck",16751,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction"
427,37904,Formula D,2,10,60,60,60,2008,7.05171,6.90598,13788,8,"Dice Rolling, Grid Movement, Player Elimination, Press Your Luck, Roll / Spin and Move, Simulation",18501,"Racing, Sports"
428,110277,Among the Stars,2,4,30,30,30,2012,7.18189,6.90494,5720,12,"Card Drafting, Simultaneous Action Selection, Tile Placement, Variable Player Powers",8131,"Card Game, City Building, Science Fiction"
429,180511,Shakespeare,1,4,90,20,90,2015,7.48369,6.90142,2785,13,"Action Point Allowance System, Auction/Bidding, Card Drafting",3979,Renaissance
430,148575,Marvel Dice Masters: Avengers vs. X-Men,2,2,60,60,60,2014,7.24981,6.90128,5074,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",9339,"Collectible Components, Comic Book / Strip, Dice, Fighting"
431,2163,Space Hulk,2,4,45,45,45,1989,7.45733,6.90045,3355,12,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board",3490,"Fighting, Miniatures, Science Fiction"
432,38996,Washington's War,2,2,90,90,90,2010,7.66069,6.90021,2079,0,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Variable Player Powers",3919,"Age of Reason, American Revolutionary War, Wargame"
433,31563,Middle-Earth Quest,2,4,180,180,180,2009,7.37922,6.8976,3621,13,"Hand Management, Partnerships, Point to Point Movement, Variable Player Powers",5565,"Adventure, Exploration, Fantasy, Novel-based"
434,503,Through the Desert,2,5,45,45,45,1998,7.04763,6.89707,11175,10,"Area Enclosure, Route/Network Building",11615,"Abstract Strategy, Animals, Arabian"
435,92415,Skull,3,6,45,45,45,2011,7.12618,6.89382,7523,14,"Auction/Bidding, Hand Management, Player Elimination",10355,"Bluffing, Card Game"
436,123540,Tokaido,2,5,45,45,45,2012,7.05734,6.89266,13795,8,"Point to Point Movement, Set Collection, Time Track, Variable Player Powers",20645,Travel
437,55600,Shipyard,2,4,120,120,120,2009,7.37805,6.89049,3207,11,"Card Drafting, Modular Board, Set Collection, Tile Placement, Worker Placement",4033,"Economic, Industry / Manufacturing, Nautical"
438,84419,Space Empires: 4X,1,4,180,180,180,2011,7.61502,6.88986,2288,12,"Auction/Bidding, Dice Rolling, Hex-and-Counter, Paper-and-Pencil, Secret Unit Deployment, Simulation",4658,"Bluffing, Science Fiction, Space Exploration, Wargame"
439,168584,Love Letter: Batman,2,4,20,20,20,2015,7.3256,6.88745,4049,10,"Hand Management, Player Elimination",7680,"Card Game, Deduction"
440,46,Medici,2,6,60,60,60,1995,7.14772,6.88732,6236,10,"Auction/Bidding, Press Your Luck, Set Collection",6463,Renaissance
441,41002,Vasco da Gama,2,4,120,60,120,2009,7.29593,6.88727,3930,12,"Action / Movement Programming, Press Your Luck, Tile Placement, Worker Placement",4434,"Nautical, Renaissance"
442,28181,Combat Commander: Pacific,2,2,180,180,180,2008,8.08122,6.8866,1293,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",2539,"Wargame, World War II"
443,22345,Yspahan,2,4,60,45,60,2006,7.11107,6.8838,7259,8,"Area Control / Area Influence, Dice Rolling",7040,"Dice, Economic"
444,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,2,4,30,30,30,2009,7.5715,6.88252,2343,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",5311,"Card Game, Fantasy, Fighting"
445,13004,The Downfall of Pompeii,2,4,45,45,45,2004,7.13261,6.88247,6465,10,"Grid Movement, Hand Management, Tile Placement",6849,Ancient
446,146278,Tash-Kalar: Arena of Legends,2,4,60,30,60,2013,7.2387,6.88169,4691,13,"Area Control / Area Influence, Grid Movement, Hand Management, Partnerships, Pattern Building, Tile Placement, Variable Player Powers",6320,"Abstract Strategy, Card Game, Fantasy, Fighting"
447,103886,Star Wars: The Card Game,2,2,60,60,60,2012,7.29512,6.88043,4671,10,"Hand Management, Variable Player Powers",8788,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction"
448,228341,Pulsar 2849,2,4,90,60,90,2017,7.81699,6.88034,1776,14,"Dice Rolling, Point to Point Movement, Variable Player Powers",2890,Space Exploration
449,107529,Kingdom Builder,2,4,45,45,45,2011,7.00495,6.8793,15340,8,"Area Control / Area Influence, Area Enclosure, Modular Board, Route/Network Building",19227,"Medieval, Territory Building"
450,144797,Argent: The Consortium,2,5,150,60,150,2015,7.75393,6.87894,1835,10,"Area Control / Area Influence, Deck / Pool Building, Time Track, Variable Player Powers, Worker Placement",2921,"Fantasy, Political"
451,158889,Summoner Wars: Alliances Master Set,2,4,45,45,45,2015,8.2487,6.8781,1200,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",2694,"Card Game, Fantasy, Fighting"
452,156689,Legendary: Villains – A Marvel Deck Building Game,1,5,45,45,45,2014,7.70095,6.87783,2111,14,"Co-operative Play, Deck / Pool Building",4805,"Card Game, Comic Book / Strip"
453,117915,Yedo,2,5,180,120,180,2012,7.4529,6.87706,2891,14,"Action / Movement Programming, Auction/Bidding, Hand Management, Set Collection, Worker Placement",4024,Medieval
454,47185,Warhammer: Invasion,2,2,45,45,45,2009,7.24703,6.8766,5266,13,"Hand Management, Variable Player Powers",6976,"Card Game, Collectible Components, Fantasy, Fighting, Mythology"
455,43528,World Without End,2,4,120,90,120,2009,7.28767,6.87515,3982,12,Hand Management,5874,"Economic, Medieval, Novel-based, Religious"
456,73761,K2,1,5,60,30,60,2010,7.11279,6.87475,7197,8,"Hand Management, Player Elimination, Point to Point Movement, Simultaneous Action Selection",7490,"Exploration, Sports"
457,82420,Summoner Wars: Guild Dwarves vs Cave Goblins,2,4,30,30,30,2009,7.61602,6.87315,2159,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",5018,"Card Game, Fantasy, Fighting"
458,139898,Brew Crafters,2,5,90,90,90,2013,7.60209,6.87209,2137,12,Worker Placement,3629,"Economic, Industry / Manufacturing"
459,156336,Onirim (second edition),1,2,15,15,15,2014,7.22284,6.87157,4852,14,"Card Drafting, Co-operative Play, Hand Management, Set Collection",7765,"Card Game, Exploration, Fantasy"
460,41066,Virgin Queen,2,6,420,420,420,2012,8.06925,6.8703,1337,12,"Campaign / Battle Card Driven, Dice Rolling, Partnerships, Point to Point Movement, Variable Phase Order, Variable Player Powers",2781,"Negotiation, Pike and Shot, Political, Religious, Renaissance, Wargame"
461,35570,Tinners' Trail,3,4,90,60,90,2008,7.3048,6.87018,3569,13,"Action Point Allowance System, Auction/Bidding, Dice Rolling, Time Track",3685,"Economic, Industry / Manufacturing"
462,143741,BANG! The Dice Game,3,8,15,15,15,2013,7.01689,6.86973,13585,8,"Dice Rolling, Partnerships, Player Elimination, Press Your Luck, Variable Player Powers",21367,"American West, Bluffing, Deduction, Dice, Fighting, Party Game"
463,65901,Age of Industry,2,5,120,120,120,2010,7.43597,6.86893,2704,13,"Card Drafting, Hand Management, Route/Network Building",3118,"Economic, Industry / Manufacturing, Transportation"
464,100423,Elder Sign,1,8,90,90,90,2011,7.0129,6.86734,17723,13,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",28112,"Adventure, Card Game, Dice, Fantasy, Fighting, Horror, Novel-based"
465,132028,Conflict of Heroes: Awakening the Bear! (second edition),1,4,120,120,120,2012,8.06526,6.86626,1412,13,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation",3135,"Wargame, World War II"
466,156546,Monikers,4,20,60,60,60,2015,7.76228,6.86536,1763,18,"Acting, Card Drafting, Role Playing",3630,"Card Game, Humor, Mature / Adult, Party Game, Print & Play"
467,227789,Heaven & Ale,2,4,90,60,90,2017,7.69444,6.86492,1896,12,Tile Placement,2417,"Economic, Farming, Industry / Manufacturing"
468,165722,KLASK,2,2,10,10,10,2014,7.64739,6.86322,2035,0,none,2775,Action / Dexterity
469,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,1,5,60,60,60,2011,7.30049,6.85859,4633,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing",9505,"Adventure, Exploration, Fantasy, Fighting, Miniatures, Novel-based"
470,151004,Smash Up: Science Fiction Double Feature,2,2,45,30,45,2014,7.39732,6.85825,3144,12,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",10030,"Card Game, Fantasy, Horror, Humor, Mythology, Pirates, Prehistoric, Science Fiction, Spies/Secret Agents, Zombies"
471,143515,Coal Baron,2,4,75,60,75,2013,7.31686,6.85803,3456,10,"Action Point Allowance System, Pick-up and Deliver, Set Collection, Tile Placement, Worker Placement",4216,"Industry / Manufacturing, Transportation"
472,30957,Tribune: Primus Inter Pares,2,5,60,60,60,2007,7.24068,6.85699,4102,12,"Auction/Bidding, Card Drafting, Hand Management, Set Collection, Worker Placement",4400,"Ancient, Political"
473,12891,Friedrich,3,4,210,210,210,2004,7.55974,6.85668,2281,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",2960,"Age of Reason, Wargame"
474,131287,Panamax,2,4,100,100,100,2014,7.37542,6.85602,2906,12,"Area Control / Area Influence, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Stock Holding, Worker Placement",4293,"Economic, Nautical, Transportation"
475,170416,Vast: The Crystal Caverns,1,5,75,75,75,2016,7.40831,6.85506,3181,10,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Tile Placement, Variable Player Powers",7317,"Adventure, Exploration, Fantasy"
476,117959,Las Vegas,2,5,30,30,30,2012,7.10231,6.85475,6360,8,"Area Control / Area Influence, Dice Rolling",8032,Dice
477,232043,Queendomino,2,4,25,25,25,2017,7.45709,6.85428,2645,8,"Area Enclosure, Card Drafting, Tile Placement, Variable Phase Order",6301,"City Building, Fantasy, Medieval, Territory Building"
478,168435,Between Two Cities,1,7,20,20,20,2015,7.09665,6.85396,6712,8,"Card Drafting, Partnerships, Set Collection, Tile Placement",8671,"City Building, Negotiation"
479,94,Union Pacific,2,6,90,90,90,1999,7.23526,6.85395,4020,12,"Card Drafting, Route/Network Building, Stock Holding",4074,"Economic, Trains"
480,29603,D-Day at Omaha Beach,1,2,480,480,480,2009,8.26645,6.85243,1134,12,"Hex-and-Counter, Secret Unit Deployment, Simulation",2852,"Wargame, World War II"
481,156943,Saint Petersburg (second edition),2,5,60,60,60,2014,7.58597,6.85043,2058,13,"Card Drafting, Set Collection",3069,"Age of Reason, Card Game, City Building, Economic"
482,1035,Squad Leader,2,2,60,60,60,1977,7.48169,6.8502,2828,14,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation",5260,"Wargame, World War II"
483,5782,Coloretto,2,5,30,30,30,2003,6.96591,6.84931,14990,8,"Card Drafting, Press Your Luck, Set Collection",18800,"Animals, Card Game"
484,528,ZÈRTZ,2,2,60,30,60,1999,7.31289,6.84661,3480,9,"Grid Movement, Set Collection",4770,Abstract Strategy
485,163602,XCOM: The Board Game,1,4,120,60,120,2015,7.1346,6.84478,6148,14,"Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",9546,"Dice, Electronic, Miniatures, Real-time, Science Fiction, Video Game Theme"
486,137269,Spyrium,2,5,75,75,75,2013,7.14192,6.84463,5073,12,Worker Placement,6549,"City Building, Economic, Industry / Manufacturing, Science Fiction"
487,193042,Junk Art,2,6,30,30,30,2016,7.5307,6.84217,2350,8,"Hand Management, Player Elimination",3637,"Action / Dexterity, Party Game"
488,111799,Cuba Libre,1,4,180,180,180,2013,7.7592,6.84182,1658,0,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Player Powers",3446,"Economic, Modern Warfare, Political, Wargame"
489,179803,Arcadia Quest: Inferno,2,4,120,60,120,2017,8.28801,6.84138,1166,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",4626,"Adventure, Fantasy, Fighting, Miniatures"
490,162286,Super Motherload,2,4,75,60,75,2015,7.50544,6.84024,2285,13,"Deck / Pool Building, Hand Management, Set Collection, Tile Placement, Variable Player Powers",3356,"Science Fiction, Video Game Theme"
491,173442,Empires: Age of Discovery,2,6,150,50,150,2015,7.96077,6.84023,1351,10,"Area Control / Area Influence, Set Collection, Variable Player Powers, Worker Placement",2378,"Civilization, Exploration, Renaissance"
492,12962,Reef Encounter,2,4,120,60,120,2004,7.15664,6.83995,4706,10,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management, Tile Placement",5274,"Animals, Environmental, Territory Building"
493,27976,Heroscape Master Set: Swarm of the Marro,2,4,60,60,60,2007,7.62548,6.83797,2096,8,"Dice Rolling, Modular Board",4371,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction"
494,171499,Cacao,2,4,45,45,45,2015,7.14233,6.83708,5400,8,"Area Control / Area Influence, Hand Management, Tile Placement",6849,"Economic, Farming, Territory Building"
495,158275,Marvel Dice Masters: Uncanny X-Men,2,2,60,60,60,2014,7.31748,6.83632,3354,14,"Deck / Pool Building, Dice Rolling",7572,"Collectible Components, Comic Book / Strip, Dice, Fighting"
496,12002,Jambo,2,2,45,45,45,2004,7.04003,6.8342,7540,12,"Action Point Allowance System, Hand Management, Set Collection",9266,"Card Game, Economic"
497,2181,Bridge,4,4,60,60,60,1925,7.47811,6.83389,2696,12,"Auction/Bidding, Hand Management, Memory, Partnerships, Trick-taking",1685,Card Game
498,26566,Homesteaders,2,4,90,90,90,2009,7.29108,6.83344,3177,12,Auction/Bidding,3385,"American West, City Building, Economic"
499,69789,Ascension: Deckbuilding Game,1,4,30,30,30,2010,7.03644,6.83043,9849,13,"Card Drafting, Deck / Pool Building, Hand Management",10597,"Card Game, Fantasy"
500,177590,13 Days: The Cuban Missile Crisis,2,2,45,30,45,2016,7.56606,6.8282,2131,10,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",3959,"Bluffing, Modern Warfare, Political, Wargame"
501,7717,Carcassonne: The Castle,2,2,30,30,30,2003,7.08616,6.82804,6712,8,"Area Control / Area Influence, Area Enclosure, Tile Placement",9753,"City Building, Medieval"
502,193558,The Oracle of Delphi,2,4,100,70,100,2016,7.3815,6.82629,2687,12,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Press Your Luck, Variable Player Powers",4116,"Ancient, Mythology"
503,21882,Blue Moon City,2,4,60,60,60,2006,7.05341,6.82612,6942,10,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Set Collection",6487,"City Building, Fantasy"
504,483,Diplomacy,2,7,360,360,360,1959,7.05675,6.82519,10589,12,"Area Control / Area Influence, Area Movement, Player Elimination, Simultaneous Action Selection",17309,"Bluffing, Negotiation, Political, Post-Napoleonic, Wargame"
505,132018,Churchill,1,3,300,60,300,2015,7.72961,6.82318,1693,14,"Auction/Bidding, Campaign / Battle Card Driven, Dice Rolling",3035,"Political, Wargame, World War II"
506,1345,Genoa,2,5,120,60,120,2001,7.11701,6.82231,5603,12,"Auction/Bidding, Dice Rolling, Grid Movement, Pick-up and Deliver, Set Collection, Trading",6739,"Negotiation, Renaissance"
507,20100,Wits & Wagers,3,7,25,25,25,2005,6.96571,6.82182,11135,10,"Betting/Wagering, Paper-and-Pencil",15299,"Bluffing, Party Game, Trivia"
