rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
4275,7176,Panzer Grenadier: Battle of the Bulge,2,2,360,360,360,2002,6.98103,5.68061,174,12,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment",576,"Wargame, World War II"
4276,4485,Hotel Life,3,4,120,120,120,1989,7.36042,5.68057,120,10,none,159,"Economic, Humor"
4277,68188,Levée en Masse,1,1,30,30,30,2010,6.89096,5.68052,249,13,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",383,"Napoleonic, Political, Wargame"
4278,4346,"Cedar Mountain: Prelude to Bull Run, August 9, 1862",2,2,360,360,360,1981,6.94641,5.68045,167,12,"Dice Rolling, Hex-and-Counter",688,"American Civil War, Wargame"
4279,26138,Dungeon Twister Collectors Box,2,2,45,45,45,2006,7.72222,5.68045,99,11,"Action Point Allowance System, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",209,"Adventure, Exploration, Fantasy, Fighting, Maze, Miniatures"
4280,8887,Battle for Stalingrad,2,2,360,360,360,1980,7.24597,5.68039,144,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",544,"Wargame, World War II"
4281,38364,Days of Steam,2,4,60,30,60,2009,5.98903,5.68038,646,10,"Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, Route/Network Building, Tile Placement",1156,"Dice, Trains, Transportation"
4282,154895,Wizard's Academy,1,6,180,90,180,2016,7.22021,5.6803,143,12,"Co-operative Play, Modular Board, Variable Player Powers",342,"Fantasy, Miniatures"
4283,142556,Rory's Story Cubes: Clues,1,12,15,15,15,2013,6.70419,5.68024,215,8,"Co-operative Play, Dice Rolling, Pattern Recognition, Storytelling",1020,Dice
4284,312,Landlord!,2,6,10,10,10,1992,5.90574,5.68019,905,10,"Hand Management, Take That",1534,"Card Game, Humor"
4285,129010,Jungle Ascent,2,4,30,30,30,2013,6.52945,5.68015,247,8,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Take That",504,"Adventure, Exploration, Racing"
4286,23928,Glory III,1,2,240,240,240,2007,6.78598,5.68008,189,12,"Chit-Pull System, Hex-and-Counter",777,"American Civil War, Wargame"
4287,2422,Bismarck,2,2,120,120,120,1962,6.39601,5.68004,313,12,"Dice Rolling, Secret Unit Deployment",715,"Miniatures, Nautical, Wargame, World War II"
4288,909,Saturn,2,4,30,30,30,1997,6.76875,5.68003,184,8,none,165,Action / Dexterity
4289,210,Don Pepe,3,6,30,30,30,1999,6.2195,5.67999,382,8,none,684,"Card Game, Mafia"
4290,4454,Statis Pro Football,1,2,120,120,120,1973,6.38869,5.67987,351,12,none,701,Sports
4291,18747,"Onward, Christian Soldiers",1,7,300,300,300,2006,6.59785,5.67984,239,12,"Dice Rolling, Point to Point Movement",759,"Medieval, Wargame"
4292,10682,Atlas & Zeus,2,2,30,30,30,2004,6.37114,5.67981,298,10,"Action / Movement Programming, Area Control / Area Influence, Hand Management, Simultaneous Action Selection",534,Mythology
4293,172994,Catan: Traveler – Compact Edition,2,4,75,75,75,2015,7.11725,5.67981,169,10,"Dice Rolling, Hand Management, Modular Board",582,"Civilization, Negotiation"
4294,1202,The Sorcerer's Cave,1,4,60,60,60,1978,6.37297,5.67978,344,10,Modular Board,659,"Card Game, Exploration, Fantasy"
4295,156096,Snake Oil: Party Potion,3,6,30,30,30,2014,7.35369,5.67976,122,8,none,367,"Card Game, Expansion for Base-game, Party Game"
4296,33155,Burrows,2,5,45,45,45,2010,6.24595,5.67972,346,10,Tile Placement,617,Abstract Strategy
4297,3836,Legend of the Burning Sands,2,6,60,60,60,1998,7.00419,5.6797,167,10,none,290,"Card Game, Collectible Components, Fantasy"
4298,33172,Monastery,2,4,60,60,60,2008,6.29555,5.67951,342,14,Tile Placement,506,"Medieval, Religious"
4299,220774,Codenames: Marvel,2,8,15,15,15,2017,6.56228,5.67936,240,8,"Memory, Partnerships, Pattern Recognition, Press Your Luck",1018,"Card Game, Comic Book / Strip, Deduction, Party Game"
4300,135508,The Mushroom Eaters,2,5,90,90,90,2013,7.06825,5.67933,143,18,"Hand Management, Point to Point Movement",289,"Adventure, Ancient, Exploration"
4301,140612,The Hobbit: An Unexpected Journey,1,4,40,40,40,2013,6.33362,5.67927,320,15,"Co-operative Play, Dice Rolling, Hand Management",865,"Adventure, Dice, Fantasy, Movies / TV / Radio theme, Novel-based"
4302,191998,Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,2,6,10,10,10,2016,7.25899,5.6792,129,14,"Hand Management, Memory, Player Elimination",581,"Bluffing, Card Game, Deduction"
4303,1525,Dixie: Bull Run,2,2,60,60,60,1994,6.27336,5.67909,351,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Secret Unit Deployment",655,"American Civil War, Card Game, Collectible Components, Dice, Wargame"
4304,156007,Mound Builders,1,1,60,60,60,2014,7.33133,5.67909,128,13,"Area Movement, Campaign / Battle Card Driven, Dice Rolling",390,"Ancient, Civilization, Economic"
4305,3110,Dragon Rage,2,2,120,120,120,1982,6.9991,5.67906,155,12,Hex-and-Counter,565,"Fantasy, Wargame"
4306,158100,Speed Cups²,2,2,10,10,10,2014,6.82028,5.67902,181,6,Pattern Building,431,"Action / Dexterity, Children's Game, Real-time"
4307,145501,Fun Farm,2,10,15,15,15,2013,6.24046,5.679,387,6,"Dice Rolling, Pattern Recognition",610,"Action / Dexterity, Animals, Children's Game"
4308,3226,Bowl Bound,1,4,60,60,60,1973,6.92402,5.67893,189,12,"Dice Rolling, Simulation",349,"Dice, Sports"
4309,8284,Assault: Tactical Combat in Europe – 1985,2,2,180,180,180,1983,6.74366,5.67889,213,12,"Hex-and-Counter, Secret Unit Deployment",640,"Modern Warfare, Wargame"
4310,147104,Wooolf!!,4,8,30,30,30,2013,6.69512,5.67888,215,8,"Action Point Allowance System, Betting/Wagering, Role Playing, Variable Player Powers",279,"Animals, Bluffing, Card Game, Deduction, Party Game"
4311,76207,Blockade Runner,2,6,90,90,90,2010,6.71511,5.67873,221,12,"Auction/Bidding, Pick-up and Deliver, Variable Phase Order",352,American Civil War
4312,14258,Blood Feud in New York,2,6,180,180,180,2004,6.10262,5.6787,641,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Player Elimination",1103,"Economic, Fighting, Mafia, Miniatures, Negotiation, Territory Building"
4313,40550,Star Trek Customizable Card Game (Second Edition),2,2,45,45,45,2002,6.71976,5.67869,206,0,"Action Point Allowance System, Secret Unit Deployment",343,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction, Space Exploration"
4314,23917,Not War But Murder,2,2,240,240,240,2007,6.96893,5.67867,150,12,"Area-Impulse, Hex-and-Counter",581,"American Civil War, Wargame"
4315,490,Warangel,2,6,60,60,60,2000,7.62341,5.67864,242,12,Hex-and-Counter,310,"Fantasy, Mythology, Print & Play, Wargame"
4316,206939,Do De Li Do,2,6,20,10,20,2016,6.6595,5.67861,201,8,Acting,330,"Action / Dexterity, Animals, Card Game, Children's Game, Real-time"
4317,828,Wizards,1,6,240,120,240,1982,6.29639,5.67857,350,12,"Co-operative Play, Modular Board, Pick-up and Deliver, Variable Player Powers",804,"Adventure, Fantasy"
4318,182260,Agent Decker,1,1,90,20,90,2015,7.15655,5.67841,177,10,Deck / Pool Building,305,"Card Game, Print & Play, Spies/Secret Agents"
4319,18400,Battle Beyond Space,3,4,60,30,60,2012,6.36682,5.67837,286,13,"Campaign / Battle Card Driven, Variable Player Powers",510,Science Fiction
4320,27306,Venedig,2,5,60,45,60,2007,6.28119,5.67816,337,10,"Card Drafting, Hand Management",399,City Building
4321,29456,Infernal Contraption,2,4,60,60,60,2007,5.88578,5.67813,1193,10,"Card Drafting, Hand Management",1984,"Card Game, Fantasy, Humor"
4322,1098,Judge Dredd,2,6,90,90,90,1982,6.22612,5.67799,449,8,Variable Player Powers,832,"Comic Book / Strip, Fighting, Science Fiction"
4323,22864,Zeus on the Loose,2,5,15,15,15,2006,5.98771,5.67799,710,8,none,1510,"Card Game, Math, Mythology, Number"
4324,440,Zoff in Buffalo,2,5,45,45,45,1998,6.39412,5.67797,272,12,Simultaneous Action Selection,278,"American West, Farming"
4325,91671,Da ist der Wurm drin,2,4,20,15,20,2011,6.31925,5.67779,307,4,"Betting/Wagering, Dice Rolling",513,"Animals, Children's Game, Dice, Racing"
4326,112381,Abaddon,2,4,45,45,45,2012,6.72049,5.67778,203,14,"Dice Rolling, Hand Management",829,"Miniatures, Science Fiction, Wargame"
4327,94731,Heroica: Fortaan,2,4,20,20,20,2011,5.99937,5.67776,725,8,"Dice Rolling, Modular Board, Roll / Spin and Move",1923,"Adventure, Dice, Fantasy"
4328,154479,Piña Pirata,2,6,30,30,30,2014,6.08585,5.67768,574,7,Hand Management,1077,"Animals, Card Game, Pirates"
4329,144728,Adventure Time Card Wars: Finn vs. Jake,2,2,30,30,30,2014,6.22898,5.67749,719,10,Hand Management,1982,"Card Game, Humor, Movies / TV / Radio theme"
4330,205831,Dreams,3,6,30,30,30,2016,6.48509,5.67745,281,10,"Co-operative Play, Pattern Building, Pattern Recognition, Voting",326,"Deduction, Party Game"
4331,3852,Star Trek: Customizable Card Game (first edition),2,2,45,45,45,1994,6.0268,5.67743,931,10,"Hand Management, Set Collection",1651,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction"
4332,4200,"Black Wednesday: The Battle of Krasni Bor, 10-11 Feb 1943,",2,2,240,240,240,1995,7.20629,5.67741,143,12,"Dice Rolling, Hex-and-Counter, Simulation",640,"Wargame, World War II"
4333,135,Kontor,2,4,60,60,60,1999,5.9819,5.67739,712,12,"Area Control / Area Influence, Commodity Speculation, Tile Placement",1464,"City Building, Nautical, Renaissance"
4334,150294,COGZ,2,6,30,30,30,2015,7.07532,5.67733,154,8,"Hand Management, Memory, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",269,"Abstract Strategy, Educational, Game System, Memory, Puzzle"
4335,128137,Damage Report,2,6,45,45,45,2014,6.53239,5.67731,247,10,"Co-operative Play, Modular Board, Pick-up and Deliver, Simultaneous Action Selection, Variable Player Powers",589,"Real-time, Science Fiction"
4336,20266,"Bitter End: Attack to Budapest, 1945",1,2,240,240,240,2005,7.38834,5.67729,121,12,"Dice Rolling, Hex-and-Counter, Simulation",374,"Wargame, World War II"
4337,154125,Pocket Battles: Confederacy vs Union,2,2,30,30,30,2014,6.94911,5.67727,174,13,"Area Movement, Dice Rolling",607,"American Civil War, Wargame"
4338,5393,Wheedle,4,6,30,30,30,2002,6.12377,5.67722,461,9,"Set Collection, Trading",791,"Animals, Card Game, Real-time"
4339,172362,Kenjin,2,4,30,30,30,2015,6.50512,5.67699,244,12,"Area Control / Area Influence, Secret Unit Deployment",587,"Bluffing, Card Game, Deduction"
4340,86415,Cornerstone Essential,2,4,45,45,45,2010,6.66236,5.67698,199,8,"Dice Rolling, Partnerships, Route/Network Building",251,"Abstract Strategy, Action / Dexterity"
4341,11582,Schnapsen,2,2,20,20,20,1715,6.9523,5.67691,174,8,"Memory, Trick-taking",164,Card Game
4342,2919,Search for the Emperor's Treasure,2,10,60,60,60,1981,6.90782,5.67686,174,10,"Pick-up and Deliver, Player Elimination, Point to Point Movement, Roll / Spin and Move, Variable Player Powers",311,"Adventure, Economic, Exploration, Fantasy, Fighting"
4343,64897,Formule Dé,2,10,120,120,120,1991,7.2,5.67684,132,12,Roll / Spin and Move,308,"Racing, Sports"
4344,224272,Hellapagos,3,12,20,20,0,2017,6.8567,5.67677,206,8,"Co-operative Play, Player Elimination",387,none
4345,14039,Flix Mix,2,4,20,20,20,2004,6.25478,5.67668,319,6,"Pattern Recognition, Tile Placement",420,"Card Game, Real-time"
4346,174093,Maze Racers,2,4,20,20,20,2015,6.8066,5.67662,212,8,none,353,"Abstract Strategy, Action / Dexterity, Maze"
4347,74102,Der Pate,2,4,60,60,60,2010,6.27305,5.67655,346,12,Dice Rolling,482,"Dice, Economic, Mafia"
4348,193485,Dastardly Dirigibles,2,5,60,60,60,2016,6.51032,5.67649,281,8,Set Collection,781,Card Game
4349,427,Grass,2,6,60,60,60,1980,5.95171,5.67649,1032,18,"Hand Management, Take That",1774,"Card Game, Economic"
4350,29383,GD '42,1,2,360,360,360,2009,7.71362,5.67643,106,12,"Dice Rolling, Hex-and-Counter, Simulation",563,"Wargame, World War II"
4351,159446,Panthalos,2,5,90,60,90,2014,6.82857,5.67622,168,12,Worker Placement,325,"Ancient, Fighting, Mythology"
4352,1358,Field Command,2,2,180,180,180,1991,7.10288,5.67606,154,10,"Action / Movement Programming, Rock-Paper-Scissors, Simultaneous Action Selection",299,Wargame
4353,197269,Guns & Steel: Renaissance,2,4,70,40,70,2016,7.22023,5.67601,132,12,"Deck / Pool Building, Hand Management, Take That",437,"Card Game, Civilization"
4354,1070,Waldschattenspiel,3,8,15,15,15,1985,6.22354,5.67596,387,6,"Area Control / Area Influence, Co-operative Play, Partnerships, Simultaneous Action Selection",830,"Children's Game, Fantasy, Party Game"
4355,99219,Swish,2,6,10,10,10,2011,6.14789,5.67594,432,8,"Pattern Building, Pattern Recognition",906,"Abstract Strategy, Puzzle"
4356,15410,Walk the Dogs,2,5,30,30,30,2005,6.19845,5.67591,393,8,"Hand Management, Set Collection",507,Animals
4357,6861,Red Badge of Courage,2,6,360,360,360,2001,7.42849,5.67587,113,12,"Chit-Pull System, Hex-and-Counter",494,"American Civil War, Wargame"
4358,507,Cartel,2,4,90,90,90,1973,6.92972,5.67564,163,10,"Auction/Bidding, Set Collection",245,Economic
4359,841,Razzia,3,8,30,30,30,1992,6.37199,5.67557,287,12,"Auction/Bidding, Simultaneous Action Selection",506,"Bluffing, Card Game, Economic, Mafia, Negotiation"
4360,168232,Project Dreamscape,1,4,30,30,30,2015,6.64612,5.67554,206,10,"Deck / Pool Building, Set Collection",569,"Card Game, Science Fiction"
4361,31853,Black Box +,2,2,15,15,15,2007,7.225,5.67549,124,10,none,250,"Abstract Strategy, Deduction"
4362,289,Chariot Lords,3,4,360,360,360,1999,6.65646,5.67547,206,12,"Area Movement, Variable Player Powers",446,"Ancient, Territory Building, Wargame"
4363,67,Conquest,2,4,120,120,120,1974,6.26839,5.67542,347,10,"Action Point Allowance System, Point to Point Movement",732,"Abstract Strategy, Ancient, Wargame"
4364,476,Mr. President,2,4,60,60,60,1967,6.5757,5.67512,286,12,Hand Management,812,"Card Game, Political"
4365,20228,Big Kini,2,4,60,60,60,2005,6.37366,5.6751,288,10,Modular Board,368,"Civilization, Territory Building"
4366,147206,Copper Country,2,4,60,60,60,2015,6.87473,5.67499,188,14,"Action Point Allowance System, Area Control / Area Influence, Grid Movement, Hand Management, Press Your Luck, Set Collection, Variable Player Powers, Worker Placement",488,"Economic, Industry / Manufacturing"
4367,235465,Karuba: The Card Game,2,6,15,10,15,2017,6.59384,5.67491,203,8,"Pattern Building, Simultaneous Action Selection, Tile Placement",296,"Adventure, Card Game, Puzzle"
4368,151251,Castle Crush!,1,4,15,15,15,2013,6.68286,5.6749,189,8,Pattern Building,233,Action / Dexterity
4369,91010,Phantom Fury,1,1,240,240,240,2011,7.47706,5.6747,109,12,"Area Movement, Chit-Pull System, Dice Rolling",388,"Modern Warfare, Wargame"
4370,1380,Jockey,2,6,45,45,45,1973,6.32867,5.67465,300,12,Betting/Wagering,567,"Animals, Racing, Sports"
4371,840,Corsairs,2,4,60,60,60,2000,6.08459,5.67461,503,10,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board",733,"Card Game, Fighting, Nautical, Pirates"
4372,235627,Iquazú,2,4,50,50,50,2017,6.90329,5.67453,161,10,"Area Control / Area Influence, Hand Management, Modular Board, Set Collection, Worker Placement",246,Fantasy
4373,163097,Beyond the Rhine,2,0,3000,3000,3000,2015,8.4288,5.67445,92,15,"Dice Rolling, Hex-and-Counter, Simulation",599,"Wargame, World War II"
4374,158742,Yardmaster Express,2,5,10,5,10,2014,5.85752,5.6744,1087,6,"Card Drafting, Set Collection",2352,"Card Game, Trains, Transportation"
4375,7844,Operation Typhoon,2,2,1500,1500,1500,1978,7.35271,5.67434,129,12,"Dice Rolling, Hex-and-Counter, Simulation",359,"Wargame, World War II"
4376,5394,"Kolin: Frederick's First Defeat – June 18, 1757",1,2,360,360,360,1994,7.80644,5.67418,101,12,Hex-and-Counter,359,"Age of Reason, Wargame"
4377,131241,Oilfield,2,5,60,60,60,2016,6.89644,5.67417,174,12,"Area Control / Area Influence, Auction/Bidding, Simultaneous Action Selection, Worker Placement",222,"Economic, Industry / Manufacturing, Negotiation"
4378,36297,No Question of Surrender,2,2,240,0,240,2012,7.4,5.67413,118,0,"Chit-Pull System, Dice Rolling, Hex-and-Counter",559,"Wargame, World War II"
4379,66665,Recicle: Tempos de Crise,2,4,120,120,120,2010,7.44091,5.67411,121,14,"Area Movement, Pick-up and Deliver",208,"Economic, Environmental, Industry / Manufacturing"
4380,1835,Scrutineyes,2,8,30,30,30,1992,6.47058,5.67405,277,18,none,598,"Memory, Party Game"
4381,178153,100 Swords: The Red Dragon's Dungeon,1,2,25,25,25,2016,6.79641,5.67402,203,13,"Deck / Pool Building, Hand Management",610,"Card Game, Fantasy"
4382,171037,Doctor Panic,2,9,12,12,12,2016,6.39911,5.67401,282,7,Co-operative Play,685,"Action / Dexterity, Electronic, Humor, Medical, Party Game, Real-time"
4383,12131,42,4,4,30,30,30,1885,6.99172,5.67399,151,10,"Auction/Bidding, Partnerships, Trick-taking",113,"Abstract Strategy, Card Game"
4384,8957,Renegade Legion: Centurion – Blood & Steel,2,4,60,60,60,1988,6.70861,5.67397,223,12,Hex-and-Counter,564,"Science Fiction, Wargame"
4385,7719,Arena Maximus,2,5,60,60,60,2003,5.90261,5.67395,968,10,Hand Management,1570,"Fantasy, Racing"
4386,36424,"Gulf, Mobile & Ohio",3,5,60,60,60,2008,6.72771,5.67387,175,0,"Auction/Bidding, Route/Network Building, Stock Holding",187,"Economic, Trains, Transportation"
4387,16362,Hula Hippos,2,4,10,10,10,2005,6.10762,5.67386,450,5,none,518,"Action / Dexterity, Animals, Children's Game"
4388,5772,What's It To Ya?,3,8,20,20,20,2003,6.56522,5.67385,230,12,"Partnerships, Voting",312,Party Game
4389,163354,Cypher,2,4,25,10,25,2014,6.01409,5.6737,603,14,"Card Drafting, Hand Management",1430,"Card Game, Science Fiction"
4390,188991,Alienation,2,4,30,15,30,2016,7.57386,5.6736,176,8,"Card Drafting, Take That, Tile Placement",274,"Card Game, Science Fiction"
4391,206471,Eternity,3,5,40,20,40,2016,6.66358,5.67357,190,10,Trick-taking,263,"Card Game, Environmental"
4392,144632,City Council,2,5,60,60,60,2013,6.24102,5.67344,364,12,"Tile Placement, Voting, Worker Placement",723,"City Building, Negotiation, Political"
4393,135888,Titanium Wars,3,4,90,60,90,2013,6.21486,5.67334,375,12,Simultaneous Action Selection,943,"Card Game, Negotiation, Science Fiction, Space Exploration"
4394,87120,Vintage,2,4,120,60,120,2011,6.56359,5.67328,222,10,"Area Movement, Card Drafting, Pick-up and Deliver, Point to Point Movement",318,"Educational, Farming"
4395,106753,Ooga Booga,3,6,10,10,10,2011,6.01226,5.67322,597,7,"Acting, Memory",938,"Card Game, Humor, Memory, Party Game, Prehistoric"
4396,78,WestFront,2,2,240,240,240,1992,6.88584,5.67315,178,12,"Dice Rolling, Secret Unit Deployment",504,"Wargame, World War II"
4397,25314,Bowling Solitaire,1,1,30,30,30,1969,6.65934,5.67312,198,8,Simulation,177,"Card Game, Print & Play, Sports"
4398,869,Bongo!,2,8,15,15,15,2000,6.09733,5.67307,464,8,"Dice Rolling, Pattern Recognition",601,"Animals, Dice"
4399,128011,Extra! Extra!,2,6,150,60,150,2015,6.7375,5.67306,184,12,"Auction/Bidding, Set Collection, Tile Placement, Worker Placement",509,Card Game
4400,24410,Treasures & Traps,2,6,10,10,10,2006,6.18663,5.67302,454,10,Set Collection,944,"Card Game, Fantasy"
4401,164840,Monopoly Deal,2,3,15,15,15,2014,6.24661,5.67301,380,8,"Hand Management, Set Collection",1083,Card Game
4402,66798,Heckmeck Barbecue,2,5,25,25,25,2010,6.21668,5.67298,364,8,"Dice Rolling, Press Your Luck",726,"Animals, Dice"
4403,122691,Magnum Opus,2,4,60,60,60,2014,7.00453,5.67294,148,12,"Deck / Pool Building, Hand Management, Modular Board, Set Collection",286,"Card Game, Fantasy, Medieval, Mythology"
4404,22948,Munchkin Impossible,3,6,120,60,120,2006,5.99938,5.67287,973,10,"Dice Rolling, Trading, Variable Player Powers",2374,"Card Game, Fighting, Humor, Spies/Secret Agents"
4405,2853,Liftoff!,1,4,180,180,180,1989,6.87657,5.67277,175,12,"Dice Rolling, Simultaneous Action Selection",340,Space Exploration
4406,162591,Heroes,2,4,30,20,30,2015,6.37411,5.67276,293,12,"Card Drafting, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Partnerships, Player Elimination, Variable Player Powers",524,"Card Game, Dice, Fantasy, Fighting, Real-time"
4407,164031,Munchkin Steampunk,3,6,0,0,0,2015,6.78207,5.67256,203,0,"Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers",827,"Card Game, Humor"
